country,country_code,year,will_accumulate_next_year,gold_share_pct,accumulation_streak,gold_yoy_change_pct,gold_share_yoy_change,gold_share_vs_world,country_share_of_world_gold_pct,usd_share_drawdown_pct,usd_share_yoy_change,accumulating_during_usd_decline,sanctions_score,geo_risk_score,un_alignment_score,global_usd_negative_pct,global_usd_positive_pct,world_gold_share_pct,lr_prob,gb_prob,ensemble_prob
Papua New Guinea,PNG,2002,1,6.29,1,14.27,2.33,-5.26,0.0064,-4.02,-4.4,1,0,50.0,50.0,20.0,0.0,11.55,0.8389,0.6216,0.7303
Papua New Guinea,PNG,2003,1,5.05,2,17.32,-1.24,-6.01,0.0063,-5.68,-1.66,1,0,50.0,50.0,20.0,0.0,11.06,0.6355,0.691,0.6632
Papua New Guinea,PNG,2004,1,4.18,3,12.75,-0.87,-5.26,0.0069,-5.27,0.41,0,0,50.0,50.0,20.0,0.0,9.44,0.5338,0.6775,0.6056
Papua New Guinea,PNG,2005,1,4.31,4,8.55,0.13,-5.18,0.0065,-4.62,0.65,0,0,50.0,50.0,20.0,0.0,9.49,0.601,0.6775,0.6392
Papua New Guinea,PNG,2006,1,2.78,5,35.76,-1.53,-6.74,0.0072,-5.66,-1.04,1,0,50.0,50.0,20.0,0.0,9.52,0.7257,0.6935,0.7096
Papua New Guinea,PNG,2007,1,2.49,6,15.17,-0.29,-7.06,0.0064,-7.26,-1.6,1,0,50.0,50.0,20.0,0.0,9.55,0.6811,0.6935,0.6873
Papua New Guinea,PNG,2008,1,2.73,7,25.39,0.24,-6.42,0.0077,-6.98,0.28,0,0,50.0,50.0,20.0,0.0,9.15,0.5472,0.522,0.5346
Papua New Guinea,PNG,2009,1,2.61,8,11.51,-0.12,-7.51,0.0067,-8.99,-2.01,1,0,50.0,50.0,20.0,0.0,10.12,0.6225,0.6775,0.65
Papua New Guinea,PNG,2010,1,2.84,9,25.94,0.23,-8.91,0.0065,-9.34,-0.35,1,0,50.0,50.0,20.0,0.0,11.75,0.4712,0.6243,0.5478
Papua New Guinea,PNG,2011,1,2.22,10,28.34,-0.62,-9.21,0.0075,-8.54,0.8,0,0,50.0,50.0,20.0,0.0,11.43,0.4104,0.6935,0.5519
Papua New Guinea,PNG,2012,0,2.6,11,6.2,0.38,-9.14,0.0072,-9.66,-1.12,1,0,50.0,50.0,20.0,0.0,11.74,0.5584,0.2963,0.4274
Papua New Guinea,PNG,2013,0,2.66,0,-15.44,0.06,-5.78,0.0083,-9.89,-0.23,0,0,50.0,50.0,20.0,0.0,8.44,0.2036,0.183,0.1933
Papua New Guinea,PNG,2014,0,3.26,0,-10.26,0.6,-5.37,0.0073,-5.99,3.9,0,0,50.0,50.0,20.0,0.0,8.63,0.2265,0.3166,0.2716
Papua New Guinea,PNG,2015,1,3.8,0,-8.4,0.54,-4.58,0.0074,-5.39,0.6,0,0,50.0,50.0,0.0,33.33,8.38,0.7574,0.4432,0.6003
Papua New Guinea,PNG,2016,1,2.96,1,7.82,-0.84,-6.25,0.0074,-5.79,-0.4,1,0,50.0,50.0,0.0,0.0,9.21,0.5651,0.5397,0.5524
Papua New Guinea,PNG,2017,1,3.2,2,0.51,0.24,-6.64,0.0064,-8.41,-2.62,1,0,50.0,50.0,100.0,0.0,9.84,0.5957,0.5397,0.5677
Papua New Guinea,PNG,2018,1,2.48,3,0.9,-0.72,-7.34,0.0065,-9.44,-1.03,1,0,50.0,50.0,50.0,50.0,9.82,0.8398,0.4963,0.668
Papua New Guinea,PNG,2019,1,2.83,4,9.78,0.35,-8.46,0.0059,-10.24,-0.8,1,0,50.0,50.0,66.67,0.0,11.29,0.3338,0.5039,0.4188
Papua New Guinea,PNG,2020,1,3.02,5,27.07,0.19,-9.9,0.006,-12.11,-1.87,1,0,50.0,50.0,0.0,66.67,12.92,0.8071,0.5799,0.6935
Papua New Guinea,PNG,2021,1,2.41,6,1.64,-0.61,-9.54,0.0063,-12.32,-0.21,1,0,50.0,50.0,0.0,0.0,11.95,0.1748,0.2963,0.2356
Papua New Guinea,PNG,2022,1,1.95,7,0.13,-0.46,-10.98,0.0062,-12.77,-0.45,1,0,50.0,50.0,66.67,33.33,12.93,0.4859,0.4198,0.4528
Papua New Guinea,PNG,2023,1,3.33,8,7.75,1.38,-10.88,0.0058,-13.8,-1.03,1,0,50.0,50.0,20.0,0.0,14.21,0.1479,0.2963,0.2221
Poland,POL,2001,1,3.44,0,-2.89,0.14,-7.66,0.3617,0.38,0.38,0,0,22.2,63.0,20.0,0.0,11.1,0.8066,0.4898,0.6482
Poland,POL,2002,1,3.81,1,14.31,0.37,-7.74,0.3379,-4.02,-4.4,1,0,22.2,63.0,20.0,0.0,11.55,0.8464,0.6216,0.734
Poland,POL,2003,1,4.06,2,17.25,0.25,-7.0,0.3322,-5.68,-1.66,1,0,22.2,63.0,20.0,0.0,11.06,0.6596,0.691,0.6753
Poland,POL,2004,1,3.94,3,12.79,-0.12,-5.5,0.3623,-5.27,0.41,0,0,22.2,63.0,20.0,0.0,9.44,0.5562,0.6775,0.6168
Poland,POL,2005,1,3.99,4,8.55,0.05,-5.5,0.3427,-4.62,0.65,0,0,22.2,63.0,20.0,0.0,9.49,0.6191,0.6775,0.6483
Poland,POL,2006,1,4.34,5,35.76,0.35,-5.18,0.3792,-5.66,-1.04,1,0,22.2,63.0,20.0,0.0,9.52,0.7452,0.6935,0.7193
Poland,POL,2007,1,4.2,6,15.17,-0.14,-5.35,0.3382,-7.26,-1.6,1,0,22.2,63.0,20.0,0.0,9.55,0.696,0.6935,0.6948
Poland,POL,2008,1,4.63,7,25.43,0.43,-4.52,0.4056,-6.98,0.28,0,0,22.2,63.0,20.0,0.0,9.15,0.5648,0.522,0.5434
Poland,POL,2009,1,4.52,8,11.5,-0.11,-5.6,0.3515,-8.99,-2.01,1,0,22.2,63.0,20.0,0.0,10.12,0.638,0.6775,0.6578
Poland,POL,2010,1,4.98,9,25.94,0.46,-6.77,0.3404,-9.34,-0.35,1,0,22.2,63.0,20.0,0.0,11.75,0.4883,0.6243,0.5563
Poland,POL,2011,1,5.18,10,28.34,0.2,-6.25,0.3957,-8.54,0.8,0,0,22.2,63.0,20.0,0.0,11.43,0.4289,0.6935,0.5612
Poland,POL,2012,0,5.06,11,6.2,-0.12,-6.68,0.3804,-9.66,-1.12,1,0,22.2,63.0,20.0,0.0,11.74,0.5721,0.2963,0.4342
Poland,POL,2013,0,3.75,0,-15.44,-1.31,-4.69,0.4353,-9.89,-0.23,0,0,22.2,63.0,20.0,0.0,8.44,0.2119,0.183,0.1975
Poland,POL,2014,0,3.97,0,-10.26,0.22,-4.66,0.3858,-5.99,3.9,0,0,22.2,63.0,20.0,0.0,8.63,0.2384,0.3166,0.2775
Poland,POL,2015,1,3.7,0,-8.4,-0.27,-4.68,0.3895,-5.39,0.6,0,0,22.2,63.0,0.0,33.33,8.38,0.769,0.4432,0.6061
Poland,POL,2016,1,3.32,1,7.85,-0.38,-5.89,0.3873,-5.79,-0.4,1,0,22.2,63.0,0.0,0.0,9.21,0.5854,0.675,0.6302
Poland,POL,2017,1,3.79,2,0.52,0.47,-6.05,0.3389,-8.41,-2.62,1,0,22.2,63.0,100.0,0.0,9.84,0.614,0.5397,0.5768
Poland,POL,2018,1,4.53,3,26.05,0.74,-5.29,0.429,-9.44,-1.03,1,0,22.2,63.0,50.0,50.0,9.82,0.8518,0.6527,0.7522
Poland,POL,2019,1,8.72,4,95.14,4.19,-2.57,0.6925,-10.24,-0.8,1,0,22.2,63.0,66.67,0.0,11.29,0.3609,0.5224,0.4416
Poland,POL,2020,1,9.02,5,27.08,0.3,-3.9,0.702,-12.11,-1.87,1,0,22.2,63.0,0.0,66.67,12.92,0.8159,0.5799,0.6979
Poland,POL,2021,0,8.14,6,2.6,-0.88,-3.81,0.7401,-12.32,-0.21,1,0,22.2,63.0,0.0,0.0,11.95,0.1826,0.2963,0.2394
Poland,POL,2022,1,7.99,0,-0.81,-0.15,-4.94,0.7282,-12.77,-0.45,0,0,22.2,63.0,66.67,33.33,12.93,0.2296,0.417,0.3233
Poland,POL,2023,1,12.27,1,69.02,4.28,-1.94,1.069,-13.8,-1.03,1,0,22.2,63.0,20.0,0.0,14.21,0.0748,0.4426,0.2587
Poland,POL,2024,1,16.85,2,53.67,4.58,-0.59,1.3906,-14.05,-0.25,1,0,22.2,63.0,40.0,40.0,17.44,0.1992,0.5771,0.3882
Portugal,PRT,2001,1,35.81,0,-2.89,-1.73,24.71,2.1327,0.38,0.38,0,0,22.8,62.0,20.0,0.0,11.1,0.7815,0.4898,0.6357
Portugal,PRT,2002,1,36.84,1,11.47,1.03,25.29,1.9429,-4.02,-4.4,1,0,22.8,62.0,20.0,0.0,11.55,0.8302,0.604,0.7171
Portugal,PRT,2003,1,54.14,2,2.52,17.3,43.08,1.67,-5.68,-1.66,1,0,22.8,62.0,20.0,0.0,11.06,0.6729,0.5397,0.6063
Portugal,PRT,2004,0,55.72,3,0.79,1.58,46.28,1.6278,-5.27,0.41,0,0,22.8,62.0,20.0,0.0,9.44,0.5047,0.5426,0.5236
Portugal,PRT,2005,1,66.44,0,-1.98,10.72,56.95,1.3905,-4.62,0.65,0,0,22.8,62.0,20.0,0.0,9.49,0.4689,0.5397,0.5043
Portugal,PRT,2006,1,79.12,1,24.41,12.68,69.6,1.41,-5.66,-1.04,1,0,22.8,62.0,20.0,0.0,9.52,0.6052,0.691,0.6481
Portugal,PRT,2007,1,89.07,2,15.17,9.95,79.52,1.2572,-7.26,-1.6,1,0,22.8,62.0,20.0,0.0,9.55,0.5225,0.691,0.6067
Portugal,PRT,2008,1,89.09,3,25.39,0.02,79.94,1.5077,-6.98,0.28,0,0,22.8,62.0,20.0,0.0,9.15,0.344,0.522,0.433
Portugal,PRT,2009,1,84.74,4,11.5,-4.35,74.62,1.3066,-8.99,-2.01,1,0,22.8,62.0,20.0,0.0,10.12,0.4048,0.6775,0.5412
Portugal,PRT,2010,1,82.56,5,25.94,-2.18,70.81,1.2652,-9.34,-0.35,1,0,22.8,62.0,20.0,0.0,11.75,0.277,0.6243,0.4506
Portugal,PRT,2011,1,90.51,6,28.33,7.95,79.08,1.4705,-8.54,0.8,0,0,22.8,62.0,20.0,0.0,11.43,0.257,0.6935,0.4752
Portugal,PRT,2012,0,90.31,7,6.2,-0.2,78.57,1.4137,-9.66,-1.12,1,0,22.8,62.0,20.0,0.0,11.74,0.3507,0.2963,0.3235
Portugal,PRT,2013,0,84.21,0,-15.44,-6.1,75.77,1.6178,-9.89,-0.23,0,0,22.8,62.0,20.0,0.0,8.44,0.1446,0.183,0.1638
Portugal,PRT,2014,0,75.28,0,-10.26,-8.93,66.65,1.4339,-5.99,3.9,0,0,22.8,62.0,20.0,0.0,8.63,0.1605,0.3166,0.2386
Portugal,PRT,2015,1,67.19,0,-8.4,-8.09,58.81,1.4475,-5.39,0.6,0,0,22.8,62.0,0.0,33.33,8.38,0.6839,0.4432,0.5636
Portugal,PRT,2016,1,56.39,1,7.81,-10.8,47.18,1.4386,-5.79,-0.4,1,0,22.8,62.0,0.0,0.0,9.21,0.4809,0.5397,0.5103
Portugal,PRT,2017,1,61.1,2,0.52,4.71,51.26,1.2589,-8.41,-2.62,1,0,22.8,62.0,100.0,0.0,9.84,0.5651,0.5397,0.5524
Portugal,PRT,2018,1,63.25,3,0.9,2.15,53.43,1.2756,-9.44,-1.03,1,0,22.8,62.0,50.0,50.0,9.82,0.8161,0.4963,0.6562
Portugal,PRT,2019,1,74.92,4,9.79,11.67,63.63,1.1585,-10.24,-0.8,1,0,22.8,62.0,66.67,0.0,11.29,0.3148,0.5039,0.4094
Portugal,PRT,2020,1,78.96,5,27.08,4.04,66.04,1.1745,-12.11,-1.87,1,0,22.8,62.0,0.0,66.67,12.92,0.7688,0.5799,0.6744
Portugal,PRT,2021,1,68.81,6,1.64,-10.15,56.86,1.2266,-12.32,-0.21,1,0,22.8,62.0,0.0,0.0,11.95,0.124,0.2963,0.2102
Portugal,PRT,2022,1,69.16,7,0.13,0.35,56.23,1.2182,-12.77,-0.45,1,0,22.8,62.0,66.67,33.33,12.93,0.4276,0.4198,0.4237
Portugal,PRT,2023,1,71.99,8,7.77,2.83,57.78,1.1403,-13.8,-1.03,1,0,22.8,62.0,20.0,0.0,14.21,0.1208,0.2963,0.2086
Portugal,PRT,2024,1,75.65,9,22.99,3.66,58.21,1.1873,-14.05,-0.25,1,0,22.8,62.0,40.0,40.0,17.44,0.2983,0.5799,0.4391
Paraguay,PRY,2001,1,1.34,0,-2.89,0.1,-9.76,0.0038,0.38,0.38,0,0,50.0,50.0,20.0,0.0,11.1,0.796,0.4898,0.6429
Paraguay,PRY,2002,1,1.87,1,14.27,0.53,-9.68,0.0036,-4.02,-4.4,1,0,50.0,50.0,20.0,0.0,11.55,0.8379,0.6216,0.7298
Paraguay,PRY,2003,0,1.48,2,17.32,-0.39,-9.58,0.0035,-5.68,-1.66,1,0,50.0,50.0,20.0,0.0,11.06,0.643,0.691,0.667
Paraguay,PRY,2004,0,0.0,0,-100.0,-1.48,-9.44,0.0,-5.27,0.41,0,0,50.0,50.0,20.0,0.0,9.44,0.4445,0.4898,0.4672
Paraguay,PRY,2008,1,0.64,1,inf,0.64,-8.51,0.0026,-6.98,0.28,0,0,50.0,50.0,20.0,0.0,9.15,0.37,0.5191,0.4446
Paraguay,PRY,2009,1,0.6,2,11.51,-0.04,-9.52,0.0023,-8.99,-2.01,1,0,50.0,50.0,20.0,0.0,10.12,0.4434,0.675,0.5592
Paraguay,PRY,2010,1,0.72,3,25.94,0.12,-11.03,0.0022,-9.34,-0.35,1,0,50.0,50.0,20.0,0.0,11.75,0.3004,0.6243,0.4624
Paraguay,PRY,2011,1,0.65,4,28.34,-0.07,-10.78,0.0025,-8.54,0.8,0,0,50.0,50.0,20.0,0.0,11.43,0.2527,0.6935,0.4731
Paraguay,PRY,2012,0,8.78,5,1218.39,8.13,-2.96,0.0303,-9.66,-1.12,1,0,50.0,50.0,20.0,0.0,11.74,0.3998,0.4454,0.4226
Paraguay,PRY,2013,0,5.4,0,-15.44,-3.38,-3.04,0.0347,-9.89,-0.23,0,0,50.0,50.0,20.0,0.0,8.44,0.1924,0.183,0.1877
Paraguay,PRY,2014,0,4.55,0,-10.26,-0.85,-4.08,0.0307,-5.99,3.9,0,0,50.0,50.0,20.0,0.0,8.63,0.2212,0.3166,0.2689
Paraguay,PRY,2015,1,4.7,0,-8.4,0.15,-3.68,0.031,-5.39,0.6,0,0,50.0,50.0,0.0,33.33,8.38,0.7555,0.4432,0.5993
Paraguay,PRY,2016,1,4.39,1,7.82,-0.31,-4.82,0.0308,-5.79,-0.4,1,0,50.0,50.0,0.0,0.0,9.21,0.5656,0.5397,0.5526
Paraguay,PRY,2017,1,4.34,2,0.51,-0.05,-5.5,0.027,-8.41,-2.62,1,0,50.0,50.0,100.0,0.0,9.84,0.5932,0.5397,0.5664
Paraguay,PRY,2018,1,4.39,3,0.9,0.05,-5.43,0.0273,-9.44,-1.03,1,0,50.0,50.0,50.0,50.0,9.82,0.8402,0.4963,0.6682
Paraguay,PRY,2019,1,5.2,4,9.78,0.81,-6.09,0.0248,-10.24,-0.8,1,0,50.0,50.0,66.67,0.0,11.29,0.3329,0.5039,0.4184
Paraguay,PRY,2020,1,5.41,5,27.07,0.21,-7.51,0.0252,-12.11,-1.87,1,0,50.0,50.0,0.0,66.67,12.92,0.8054,0.5799,0.6926
Paraguay,PRY,2021,1,4.96,6,1.64,-0.45,-6.99,0.0263,-12.32,-0.21,1,0,50.0,50.0,0.0,0.0,11.95,0.1734,0.2963,0.2348
Paraguay,PRY,2022,1,5.02,7,0.13,0.06,-7.91,0.0261,-12.77,-0.45,1,0,50.0,50.0,66.67,33.33,12.93,0.4842,0.4198,0.452
Paraguay,PRY,2023,1,5.5,8,7.75,0.48,-8.71,0.0244,-13.8,-1.03,1,0,50.0,50.0,20.0,0.0,14.21,0.1447,0.2963,0.2205
Qatar,QAT,2001,1,0.4,0,-2.89,-0.05,-10.7,0.0022,0.38,0.38,0,0,34.8,42.0,20.0,0.0,11.1,0.7898,0.4898,0.6398
Qatar,QAT,2002,1,0.42,1,14.27,0.02,-11.13,0.002,-4.02,-4.4,1,0,34.8,42.0,20.0,0.0,11.55,0.8323,0.6216,0.727
Qatar,QAT,2003,1,0.27,2,17.32,-0.15,-10.79,0.002,-5.68,-1.66,1,0,34.8,42.0,20.0,0.0,11.06,0.6361,0.691,0.6636
Qatar,QAT,2004,0,0.53,3,140.6,0.26,-8.91,0.0046,-5.27,0.41,0,0,34.8,42.0,20.0,0.0,9.44,0.5331,0.6935,0.6133
Qatar,QAT,2005,1,0.22,0,-49.21,-0.31,-9.27,0.0021,-4.62,0.65,0,0,34.8,42.0,20.0,0.0,9.49,0.4726,0.4898,0.4812
Qatar,QAT,2006,1,0.23,1,35.76,0.01,-9.29,0.0023,-5.66,-1.04,1,0,34.8,42.0,20.0,0.0,9.52,0.6175,0.691,0.6542
Qatar,QAT,2007,1,3.41,2,2217.67,3.18,-6.14,0.0409,-7.26,-1.6,1,0,34.8,42.0,20.0,0.0,9.55,0.5696,0.691,0.6303
Qatar,QAT,2008,1,3.47,3,25.42,0.06,-5.68,0.049,-6.98,0.28,0,0,34.8,42.0,20.0,0.0,9.15,0.4137,0.522,0.4678
Qatar,QAT,2009,1,2.31,4,11.51,-1.16,-7.81,0.0425,-8.99,-2.01,1,0,34.8,42.0,20.0,0.0,10.12,0.4882,0.6775,0.5828
Qatar,QAT,2010,1,1.8,5,25.94,-0.51,-9.95,0.0411,-9.34,-0.35,1,0,34.8,42.0,20.0,0.0,11.75,0.342,0.6243,0.4832
Qatar,QAT,2011,1,3.63,6,28.34,1.83,-7.8,0.0478,-8.54,0.8,0,0,34.8,42.0,20.0,0.0,11.43,0.2973,0.6935,0.4954
Qatar,QAT,2012,0,2.0,7,6.2,-1.63,-9.74,0.046,-9.66,-1.12,1,0,34.8,42.0,20.0,0.0,11.74,0.4188,0.2963,0.3576
Qatar,QAT,2013,0,1.14,0,-15.44,-0.86,-7.3,0.0526,-9.89,-0.23,0,0,34.8,42.0,20.0,0.0,8.44,0.1962,0.183,0.1896
Qatar,QAT,2014,1,1.11,0,-10.26,-0.03,-7.52,0.0466,-5.99,3.9,0,0,34.8,42.0,20.0,0.0,8.63,0.2198,0.3166,0.2682
Qatar,QAT,2015,1,2.03,1,63.82,0.92,-6.35,0.0842,-5.39,0.6,0,0,34.8,42.0,0.0,33.33,8.38,0.7754,0.6497,0.7126
Qatar,QAT,2016,1,3.43,2,44.02,1.4,-5.78,0.1117,-5.79,-0.4,1,0,34.8,42.0,0.0,0.0,9.21,0.5945,0.691,0.6427
Qatar,QAT,2017,1,8.25,3,0.55,4.82,-1.59,0.0978,-8.41,-2.62,1,0,34.8,42.0,100.0,0.0,9.84,0.628,0.5426,0.5853
Qatar,QAT,2018,1,4.24,4,6.18,-4.01,-5.58,0.1043,-9.44,-1.03,1,0,34.8,42.0,50.0,50.0,9.82,0.8427,0.4963,0.6695
Qatar,QAT,2019,1,5.2,5,48.26,0.96,-6.09,0.1279,-10.24,-0.8,1,0,34.8,42.0,66.67,0.0,11.29,0.3528,0.5224,0.4376
Qatar,QAT,2020,1,8.42,6,70.67,3.22,-4.5,0.1742,-12.11,-1.87,1,0,34.8,42.0,0.0,66.67,12.92,0.8238,0.5799,0.7018
Qatar,QAT,2021,1,7.86,7,1.67,-0.56,-4.09,0.182,-12.32,-0.21,1,0,34.8,42.0,0.0,0.0,11.95,0.1837,0.2963,0.24
Qatar,QAT,2022,1,11.28,8,61.97,3.42,-1.65,0.2923,-12.77,-0.45,1,0,34.8,42.0,66.67,33.33,12.93,0.5128,0.5799,0.5464
Qatar,QAT,2023,1,12.99,9,18.52,1.71,-1.22,0.3009,-13.8,-1.03,1,0,34.8,42.0,20.0,0.0,14.21,0.1539,0.4454,0.2997
Qatar,QAT,2024,1,17.22,10,34.98,4.23,-0.22,0.3439,-14.05,-0.25,1,0,34.8,42.0,40.0,40.0,17.44,0.3661,0.5799,0.473
Romania,ROU,2001,1,19.25,0,-2.89,-8.02,8.15,0.3698,0.38,0.38,0,0,24.0,60.0,20.0,0.0,11.1,0.7678,0.4898,0.6288
Romania,ROU,2002,1,15.93,1,14.41,-3.32,4.38,0.3457,-4.02,-4.4,1,0,24.0,60.0,20.0,0.0,11.55,0.8275,0.6216,0.7246
Romania,ROU,2003,1,14.92,2,17.04,-1.01,3.86,0.3393,-5.68,-1.66,1,0,24.0,60.0,20.0,0.0,11.06,0.6388,0.691,0.6649
Romania,ROU,2004,1,9.19,3,12.72,-5.73,-0.25,0.3699,-5.27,0.41,0,0,24.0,60.0,20.0,0.0,9.44,0.5225,0.6775,0.6
Romania,ROU,2005,1,8.0,4,8.34,-1.19,-1.49,0.3492,-4.62,0.65,0,0,24.0,60.0,20.0,0.0,9.49,0.6058,0.6775,0.6417
Romania,ROU,2006,1,7.08,5,35.57,-0.92,-2.44,0.3859,-5.66,-1.04,1,0,24.0,60.0,20.0,0.0,9.52,0.7356,0.6935,0.7146
Romania,ROU,2007,1,6.95,6,14.09,-0.13,-2.6,0.3409,-7.26,-1.6,1,0,24.0,60.0,20.0,0.0,9.55,0.6898,0.6935,0.6916
Romania,ROU,2008,1,7.29,7,25.39,0.34,-1.86,0.4087,-6.98,0.28,0,0,24.0,60.0,20.0,0.0,9.15,0.5573,0.522,0.5396
Romania,ROU,2009,1,8.17,8,11.53,0.88,-1.95,0.3543,-8.99,-2.01,1,0,24.0,60.0,20.0,0.0,10.12,0.634,0.6775,0.6558
Romania,ROU,2010,1,9.75,9,25.94,1.58,-2.0,0.3431,-9.34,-0.35,1,0,24.0,60.0,20.0,0.0,11.75,0.4831,0.6243,0.5537
Romania,ROU,2011,1,10.63,10,28.33,0.88,-0.8,0.3988,-8.54,0.8,0,0,24.0,60.0,20.0,0.0,11.43,0.4211,0.6935,0.5573
Romania,ROU,2012,0,11.88,11,6.2,1.25,0.14,0.3833,-9.66,-1.12,1,0,24.0,60.0,20.0,0.0,11.74,0.5655,0.2963,0.4309
Romania,ROU,2013,0,8.23,0,-15.44,-3.65,-0.21,0.4387,-9.89,-0.23,0,0,24.0,60.0,20.0,0.0,8.44,0.1993,0.183,0.1911
Romania,ROU,2014,0,9.31,0,-10.26,1.08,0.68,0.3888,-5.99,3.9,0,0,24.0,60.0,20.0,0.0,8.63,0.2334,0.3166,0.275
Romania,ROU,2015,1,9.13,0,-8.41,-0.18,0.75,0.3925,-5.39,0.6,0,0,24.0,60.0,0.0,33.33,8.38,0.7616,0.4432,0.6024
Romania,ROU,2016,1,9.56,1,7.81,0.43,0.35,0.39,-5.79,-0.4,1,0,24.0,60.0,0.0,0.0,9.21,0.5772,0.5397,0.5584
Romania,ROU,2017,1,9.73,2,0.51,0.17,-0.11,0.3413,-8.41,-2.62,1,0,24.0,60.0,100.0,0.0,9.84,0.602,0.5397,0.5708
Romania,ROU,2018,1,10.14,3,0.9,0.41,0.32,0.3458,-9.44,-1.03,1,0,24.0,60.0,50.0,50.0,9.82,0.8451,0.4963,0.6707
Romania,ROU,2019,1,12.08,4,9.73,1.94,0.79,0.3139,-10.24,-0.8,1,0,24.0,60.0,66.67,0.0,11.29,0.3426,0.5039,0.4232
Romania,ROU,2020,1,12.07,5,27.07,-0.01,-0.85,0.3182,-12.11,-1.87,1,0,24.0,60.0,0.0,66.67,12.92,0.8088,0.5799,0.6944
Romania,ROU,2021,1,11.69,6,1.63,-0.38,-0.26,0.3323,-12.32,-0.21,1,0,24.0,60.0,0.0,0.0,11.95,0.1772,0.2963,0.2368
Romania,ROU,2022,1,10.82,7,0.12,-0.87,-2.11,0.33,-12.77,-0.45,1,0,24.0,60.0,66.67,33.33,12.93,0.4879,0.4198,0.4538
Romania,ROU,2023,1,9.41,8,7.75,-1.41,-4.8,0.3088,-13.8,-1.03,1,0,24.0,60.0,20.0,0.0,14.21,0.1457,0.2963,0.221
Romania,ROU,2024,1,11.84,9,22.98,2.43,-5.6,0.3215,-14.05,-0.25,1,0,24.0,60.0,40.0,40.0,17.44,0.3581,0.5799,0.469
Russian Federation,RUS,2001,1,10.36,0,-2.89,-1.9,-0.74,1.454,0.38,0.38,0,0,49.2,18.0,20.0,0.0,11.1,0.7612,0.4898,0.6255
Russian Federation,RUS,2002,1,8.84,1,4.52,-1.52,-2.71,1.2421,-4.02,-4.4,1,0,49.2,18.0,20.0,0.0,11.55,0.8092,0.4627,0.636
Russian Federation,RUS,2003,1,6.68,2,18.1,-2.16,-4.38,1.2299,-5.68,-1.66,1,0,49.2,18.0,20.0,0.0,11.06,0.5995,0.691,0.6452
Russian Federation,RUS,2004,1,4.32,3,11.79,-2.36,-5.12,1.3297,-5.27,0.41,0,0,49.2,18.0,20.0,0.0,9.44,0.4959,0.6775,0.5867
Russian Federation,RUS,2005,1,3.5,4,8.52,-0.82,-5.99,1.2574,-4.62,0.65,0,0,49.2,18.0,20.0,0.0,9.49,0.567,0.6775,0.6222
Russian Federation,RUS,2006,1,2.7,5,41.01,-0.8,-6.82,1.4453,-5.66,-1.04,1,0,49.2,18.0,20.0,0.0,9.52,0.7032,0.6935,0.6984
Russian Federation,RUS,2007,1,2.52,6,29.53,-0.18,-7.03,1.4494,-7.26,-1.6,1,0,49.2,18.0,20.0,0.0,9.55,0.6542,0.6935,0.6739
Russian Federation,RUS,2008,1,3.41,7,45.08,0.89,-5.74,2.011,-6.98,0.28,0,0,49.2,18.0,20.0,0.0,9.15,0.5222,0.522,0.5221
Russian Federation,RUS,2009,1,5.17,8,39.8,1.76,-4.95,2.1851,-8.99,-2.01,1,0,49.2,18.0,20.0,0.0,10.12,0.6024,0.6935,0.648
Russian Federation,RUS,2010,1,7.44,9,53.42,2.27,-4.31,2.5777,-9.34,-0.35,1,0,49.2,18.0,20.0,0.0,11.75,0.4508,0.6243,0.5376
Russian Federation,RUS,2011,1,8.74,10,43.87,1.3,-2.69,3.3589,-8.54,0.8,0,0,49.2,18.0,20.0,0.0,11.43,0.393,0.6935,0.5432
Russian Federation,RUS,2012,0,9.53,11,15.3,0.79,-2.21,3.5055,-9.66,-1.12,1,0,49.2,18.0,20.0,0.0,11.74,0.5347,0.4454,0.49
Russian Federation,RUS,2013,1,7.87,0,-8.54,-1.66,-0.57,4.3392,-9.89,-0.23,0,0,49.2,18.0,20.0,0.0,8.44,0.1879,0.183,0.1854
Russian Federation,RUS,2014,1,12.13,1,4.87,4.26,3.5,4.4941,-5.99,3.9,0,2,57.2,18.0,20.0,0.0,8.63,0.2374,0.3614,0.2994
Russian Federation,RUS,2015,1,13.1,2,7.37,0.97,4.72,5.3178,-5.39,0.6,0,2,57.2,18.0,0.0,33.33,8.38,0.7841,0.493,0.6385
Russian Federation,RUS,2016,1,15.78,3,23.21,2.68,6.57,6.04,-5.79,-0.4,1,2,57.2,18.0,0.0,0.0,9.21,0.6144,0.6935,0.654
Russian Federation,RUS,2017,1,17.71,4,14.5,1.93,7.87,6.0212,-8.41,-2.62,1,2,57.2,18.0,100.0,0.0,9.84,0.6346,0.6935,0.664
Russian Federation,RUS,2018,1,18.58,5,16.03,0.87,8.76,7.0156,-9.44,-1.03,1,2,57.2,18.0,50.0,50.0,9.82,0.8627,0.6527,0.7577
Russian Federation,RUS,2019,1,20.03,6,18.04,1.45,8.74,6.85,-10.24,-0.8,1,2,57.2,18.0,66.67,0.0,11.29,0.3711,0.5224,0.4468
Russian Federation,RUS,2020,1,23.42,7,28.61,3.39,10.5,7.0282,-12.11,-1.87,1,2,57.2,18.0,0.0,66.67,12.92,0.8346,0.5799,0.7072
